n02857477 boarding_house
n02940385 call_center
n03384891 evening_dress
n12991184 reindeer_moss
n12158443 pumpkin
n12261808 american_beech
n11773987 oleander
n07685303 oatcake
n12338979 manna_gum
n01856155 gander
n09792969 anchorman
n03416640 service_department
n12638556 wild_plum
n04219185 silex
n02935658 coffee_shop
n02431122 elk
n07762114 pawpaw
n04332074 straight_razor
n02954340 cap
n02795670 barrelhouse
n02297442 armyworm
n03054901 clutch
n03091374 connexion
n13219422 horsetail
n07740954 mcintosh
n02405440 banting
n03446070 club
n03546340 living_accommodations
n07585107 chicken_stock
n02778294 baldrick
n01673282 tuatara
n04204081 shopping_bag
n03505133 headrest
n01964441 freshwater_mussel
n12472024 clintonia
n02749670 assegai
n07836077 brown_sauce
n11757017 gidgee
n03494706 harness
n04231693 ski_lift
n11654293 rimu
n02275560 mourning_cloak
n04563204 water_wheel
n11834654 barilla
n03340009 filter
n07935152 green_tea
n07614103 apple_dumpling
n04198562 shirtwaist
n03220237 dolmen
n01742447 rubber_boa
n03215508 divided_highway
n10151760 guitarist
n07936548 sparkling_water
n03396074 fret
n04077889 research_facility
n03027505 chuck_wagon
n13163991 branchlet
n10324560 poser
n07775197 sunflower_seed
n02874537 bootlace
n03096960 controller
n13150378 cubeb
n09304750 hole
n07931870 may_wine
n07597263 sweetmeat
n01467804 lancelet
n11717399 lotus
n03654576 leg
n03079230 compact_disk
n02930645 byway
n13147270 riesling
n03199488 dimmer
n03668803 lilo
n03689570 loop_knot
n03533014 chicha
n11840246 maravilla
n03784896 horseshoe_arch
n01919385 beroe
n01491006 blue_shark
n02995345 mainframe
n03805725 nail_polish
n02968074 carport
n04402449 telephone_pole
n07715221 brussels_sprouts
n04970631 reddish_purple
n03717285 mangle
n04970398 indigo
n01376237 streptomyces
n03132076 cricket_bat
n07680761 brown_bread
n00455076 overcast
n04262161 sounding_board
n03241093 drill_rig
n03122295 covered_wagon
n13868944 wave
n04047834 railroad_bed
n12710415 clementine
n04154152 screw_propeller
n12293723 gentian
n07583978 alphabet_soup
n13065089 puccinia_graminis
n02328429 cony
n13144084 hazel
n03272239 electric_fire
n03944138 pinwheel
n02913152 edifice
n01852861 sea_duck
n03669886 clipper
n04110178 rosette
n12708941 bergamot
n03241496 drinking_vessel
n01619310 buzzard
n12304115 white_ash
n13146403 pinot_blanc
n03679712 parlor
n07741357 pearmain
n03351434 tackle
n02121808 house_cat
n04142731 scanner
n12761905 pistacia_terebinthus
n03920641 pet_shop
n12765846 spondias_mombin
n03439814 sailplane
n04027706 zori
n05302499 oral_cavity
n03706653 magnetic_disk
n02898711 span
n03061674 cockpit
n04964878 maroon
n01931520 threadworm
n12656685 black_raspberry
n04247011 smoke_screen
n01956481 clam
n07774719 pecan
n03538037 horse
n02054036 cormorant
n07905979 tequila
n12475035 bellwort
n06892775 concert
n03839671 observatory
n12408077 ulmus_pumila
n03792048 hill
n10648696 star
n04974340 olive
n02264021 antlion
n02077152 fur_seal
n03041810 clearstory
n03859958 rig
n02376679 filly
n03593222 japan
n04599124 woofer
n02993194 cenotaph
n05302499 mouth
n04208760 showboat
n02412440 lamb
n07858484 tahini
n01580870 jaybird
n02892948 brass_knuckles
n04177931 settlement_house
n01794344 gobbler
n03143400 crystal_detector
n04142999 scanner
n02846141 black
n04373428 switch_engine
n04446276 bathroom
n07719213 asparagus
n03517760 hi_fi
n02382204 nag
n09856671 birth
n00466273 professional_golf
n04486322 trivet
n12748248 bittersweet
n11876803 broccoli
n12722071 lignum_vitae
n10366966 nurse
n02950256 cannon
n07749731 lime
n09344724 maar
n12018760 milk_thistle
n02488415 hanuman
n04239333 sliding_window
n13865483 round_shape
n04414319 samian_ware
n03639497 landline
n04972451 chocolate
n01670535 testudo_graeca
n11552806 annual
n12849416 henbit
n04531873 vest
n03128085 cravat
n03024333 choke
n01521399 rhea
n04950713 grain
n02582721 pomfret
n12531727 gliricidia
n13869547 crotchet
n12050533 cattleya
n02044178 jaeger
n12527738 coral_tree
n02729837 appliance
n12048399 caladenia
n07588193 wonton
n11962272 coneflower
n01758757 carcass
n03309808 fabric
n04514648 upper
n04059947 rearview_mirror
n02014524 seriema
n15102894 knothole
n13882563 octagon
n02411206 musk_ox
n02732827 arbor
n01824344 ani
n07895435 claret
n12711596 lemon_tree
n02616851 wolffish
n04236001 sleeper
n04379096 tab
n03016389 chicken_coop
n02172870 june_bug
n11652039 podocarp
n01666228 snapper
n03436549 gift_wrapping
n07906572 blended_whisky
n04112579 rotunda
n02670683 gun
n03062015 cocktail_dress
n03965456 center
n08616050 grazing_land
n01741232 indigo_snake
n04131368 saltbox
n03823216 niblick
n02752199 atheneum
n01565078 whitethroat
n11714382 nutmeg
n04380916 table_saw
n12317296 ironwood
n02298541 hawkmoth
n02746365 gun
n04310721 steam_whistle
n11845557 barrel_cactus
n02090129 harrier
n04402984 telephone_line
n11717577 nelumbo_lutea
n10229883 keyboardist
n13141564 bearberry
n09238926 cave
n04407686 temple
n12399384 white_mulberry
n02932891 cruiser
n02365108 mara
n04156946 scull
n03851787 optical_disc
n02859184 panama
n02805845 bastinado
n02884859 box_beam
n03527149 holloware
n09309292 ice_mass
n04227144 sketch
n03416094 gantry
n02041246 sea_gull
n11704620 camphor_tree
n03730334 maternity_hospital
n03201638 evening_gown
n04489695 trousseau
n03770316 ministry
n02904927 brogue
n06267758 school_newspaper
n02100399 setter
n14685296 charcoal
n03859280 outbuilding
n12385429 reseda
n03596543 jetliner
n12450344 dogtooth
n09351905 table
n12627119 blackthorn
n02016956 purple_gallinule
n03085333 computer_network
n02935017 cache
n02950632 cannon
n03399677 front_porch
n11542640 liverwort
n04112430 rotor_head
n03008976 charger
n00467995 hockey
n04458201 torture_chamber
n03002711 daybed
n04417809 theatre
n04539053 vdu
n03007297 chapterhouse
n01543383 whydah
n01996585 copepod
n04105704 roofing
n03426134 petrol_tank
n11792742 skunk_cabbage
n04496872 tumbler
n02752615 suspensor
n03456665 overcoat
n03506560 ear_trumpet
n02406174 milk_cow
n04046590 rail
n09283405 foothill
n03803116 muzzle_loader
n10648696 principal
n03390983 framing
n04313503 wheel
n03828020 nonsmoker
n02106854 police_dog
n02976350 casement
n02613181 combtooth_blenny
n12670758 medlar
n04285965 suv
n04482177 tricorne
n04536335 viola
n05262698 walrus_moustache
n03030353 cigar_box
n04083649 retort
n10260800 lifesaver
n01564914 whitethroat
n03259505 home
n12204730 corchorus
n13134947 fruit
n04546194 walking_stick
n12761284 mango
n02822220 spread
n01984245 nephrops_norvegicus
n04558478 loo
n12493208 carob_tree
n00015388 beast
n12920204 poinsettia
n09475925 waterside
n03679384 living_quarters
n02715513 vestibule
n07830593 hot_sauce
n02337001 deer_mouse
n02431976 sika
n12936826 cumin
n01690149 anguis_fragilis
n12879527 calceolaria
n07729225 butterbean
n05538625 caput
n02847461 cosh
n03268790 electric_car
n13897996 equilibrium
n03782794 monkey_wrench
n07751858 greengage
n02172518 scarabaeus
n12019035 milkweed
n07761309 soursop
n01629962 fire_salamander
n07819769 nasturtium
n03540267 hosiery
n02968333 carrel
n07704054 gruel
n04368496 morning_coat
n12917901 spurge
n12548280 medic
n04165945 security_measure
n04419642 theremin
n07605804 panocha
n09305898 thermal_spring
n03555217 hypercoaster
n01888264 buck
n15091473 riboflavin
n02163297 springtail
n03647520 launcher
n02914991 building_complex
n03405595 trappings
n03790953 motorized_wheelchair
n13118707 subshrub
n03646916 latticework
n13128976 rachis
n04438507 timer
n03544360 house
n04132158 shalwar
n07587111 pottage
n03035715 water_tank
n03122295 prairie_schooner
n07747951 mandarin
n03980026 pomade
n02084732 pooch
n04412416 tepee
n03868406 oxford
n01970164 octopus
n03456548 greasy_spoon
n03175301 densitometer
n02751067 astrodome
n03268311 elbow
n01748389 egyptian_cobra
n04976952 skin_colour
n02965529 carillon
n01999767 peripatus
n12427566 tiger_lily
n03193107 diesel_motor
n03234164 shorts
n04125116 safe
n03296217 escape_wheel
n02860640 grip
n07722485 spring_onion
n03430959 gear
n03374372 fly_rod
n04455250 topmast
n04970631 royal_purple
n02104184 attack_dog
n03983499 popgun
n04478512 trellis
n02377703 mount
n03262809 easel
n01484097 mako_shark
n02211627 mason_bee
n12761702 pistachio
n03268790 electric
n02176439 click_beetle
n03688943 lookout_station
n04064401 phonograph
n04249415 snare_drum
n02984203 cathedral
n02739889 armored_car
n03128519 ointment
n02404573 brahman
n03643253 laser
n02208280 honeybee
n01800424 chachalaca
n04119478 rumpus_room
n10542888 runner
n04012482 propjet
n12406488 white_elm
n07684164 matzah
n07851443 double_cream
n04500060 turner
n02341475 water_vole
n03090172 confessional
n03249956 drum
n07801091 forage
n04387095 tammy
n03459328 griddle
n12276872 pin_oak
n03483823 pocket_calculator
n04066476 redoubt
n02774152 handbag
n02118176 aardwolf
n03900194 patrol_ship
n07926346 limeade
n04960582 ebony
n03017835 chimney_corner
n15089258 vitamin
n03106722 corduroy
n02290664 almond_moth
n03820318 net
n02053083 gannet
n06276697 broadcasting
n12374418 rock_rose
n03301568 euphonium
n03309356 eyepatch
n04327204 stoop
n03772077 minster
n13911045 node
n02964843 cargo_container
n07598734 hard_candy
n12893463 nightshade
n02822579 bedstead
n03069752 college
n02995345 central_processor
n04051825 wall
n11991263 snakeroot
n04236935 cascabel
n02472987 human_race
n03430959 paraphernalia
n04328946 storage_space
n12223160 beefwood
n07896994 plonk
n07814203 cinnamon
n04148054 scissors
n04422409 fusion_reactor
n03094159 contact_lens
n03846100 olive_drab
n02811059 batting_cage
n07687789 cornbread
n12306717 jasmine
n03052464 clothing_store
n04225222 six_pack
n03614532 keyboard_instrument
n12836212 nemophila
n02871963 boomerang
n03789946 motor
n11853356 christmas_cactus
n09894445 heart_surgeon
n02933462 locker
n04491388 baton
n04185946 shaving_brush
n09448690 streambed
n03654826 leg
n02054502 anhinga
n12248359 bilberry
n11694300 cherimoya
n07620689 maraschino
n02935658 cafe
n02520147 goujon
n11690254 floral_cup
n04488202 trophy_case
n03745571 menhir
n07769731 rambutan
n07807834 macaroni_salad
n07565608 mess
n04210591 shrink_wrap
n12744387 litchi_chinensis
n04121511 saber
n02387346 shire_horse
n04093775 riot_gun
n02774152 pocketbook
n04172512 sennit
n12304286 swamp_ash
n03580615 cyberspace
n03123809 cowshed
n05260240 pompadour
n02795528 barrel
n12262553 chestnut
n02368116 viscacha
n11715430 water_nymph
n11790936 tuckahoe
n02976939 cashbox
n04317976 joystick
n01517565 flightless_bird
n03746155 menorah
n02338145 musquash
n10474645 school_principal
n04187547 shed
n03284743 enamel
n07722485 scallion
n12587487 wax_palm
n07889274 malt
n01608814 black_kite
n13063269 rust
n02071636 blackfish
n02896442 knickerbockers
n04510706 universal_joint
n04126244 safety_lock
n02424305 kudu
n11735570 goldenseal
n03363363 flight_simulator
n07853648 gouda_cheese
n12401684 ficus_carica
n11948044 caltrop
n04467099 trailer
n04962240 charcoal
n02776978 balalaika
n02308735 fall_webworm
n12656685 thimbleberry
n02922292 barrow
n02777402 balance_wheel
n03291413 entrenching_tool
n12904314 henbane
n13865298 cylinder
n00015388 creature
n11986511 lactuca_sativa
n12618727 zostera_marina
n03718335 manometer
n14942411 loadstone
n03605417 jump_seat
n03373237 fly
n02878425 boucle
n01732244 rat_snake
n01055165 tenting
n12710577 satsuma
n03635032 lamasery
n00448872 rollerblading
n02431785 wapiti
n12277800 quercus_rubra
n04400737 telegraph_key
n04242084 slit_lamp
n02072798 white_whale
n02702989 ammeter
n04615644 zoot_suit
n07880213 terrine
n01844917 aquatic_bird
n05604434 abdominal_wall
n09452291 swale
n04361937 surcoat
n07590320 goulash
n03528901 plate
n10679174 surgeon
n02522722 atlantic_cod
n03792334 hill
n01848648 widgeon
n02494383 woolly_monkey
n15091129 thiamine
n02873839 cubicle
n02964295 car_ferry
n03449858 government_office
n04568713 web
n02402010 bovine
n07846143 milk_powder
n03163381 dashiki
n03592245 gaol
n02746595 artillery_shell
n07909593 drambuie
n02733213 colonnade
n02081798 atlantic_walrus
n04040247 radial
n13154388 pinna
n03481521 hammer
n01699040 cayman
n03469175 gun_turret
n01679626 collared_lizard
n01881564 cuscus
n03683457 lockage
n03674270 data_link
n02393940 malayan_tapir
n11939180 balsamroot
n02701730 american_organ
n04443433 toboggan
n13013534 lepiota
n01671479 desert_tortoise
n03877351 paisley
n12435486 wild_garlic
n07572957 canned_food
n03441112 glove
n04113641 one_shot
n04164868 secretary
n04016684 pruning_shears
n07611358 frozen_dessert
n02204907 armyworm
n07934530 black_tea
n03586219 iron_lung
n03701640 machinery
n03911866 streamer
n03739518 medical_building
n04367371 suture
n12582231 palm
n03113152 cosmetic
n03717131 trough
n11545524 pteridophyte
n03259505 abode
n07862348 spareribs
n03296081 escapement
n03358172 flashbulb
n08613733 open
n04300643 stanchion
n02701260 amen_corner
n02370806 ungulate
n04179126 cloaca
n07893642 champagne
n03913343 pentode
n01643507 robber_frog
n04585318 wimple
n03314608 faceplate
n04469813 cable_tramway
n01581166 canada_jay
n04387706 tamper
n07600285 bubble_gum
n06277025 multiplex
n04487894 troopship
n02682407 aeolian_harp
n02662993 brill
n12583126 fan_palm
n12523475 brazilian_rosewood
n03452594 grandfather_clock
n03356982 flannel
n02259377 planthopper
n02935891 cafeteria
n04154938 thread
n03405595 furnishing
n02302459 silkworm_moth
n03293741 equalizer
n03422771 gas_engine
n07575076 tiffin
n03660124 levis
n12858150 monarda
n04369025 wrapping
n04529962 tailfin
n03899612 patina
n02072798 beluga
n04115456 rowing_boat
n07818825 lovage
n03191451 dicer
n02538985 whitefish
n04598582 woodwind
n02907656 peacemaker
n12074867 ophrys_apifera
n04427559 3d_radar
n12726528 arctic_willow
n03253886 duffel_bag
n07842753 omelet
n04136510 sash
n03111041 cornice
n02964934 cargo_door
n02101670 field_spaniel
n11676500 pistil
n02050809 little_grebe
n02508021 raccoon
n03863657 overcoat
n03259505 dwelling
n11626826 picea_rubens
n12334293 gum
n07828987 vinegar
n03592245 jailhouse
n02333546 brown_rat
n03842986 ohmmeter
n01917611 staghorn_coral
n12708654 bitter_orange
n12931542 dill
n12726670 weeping_willow
n02934168 cable
n12400489 breadfruit_tree
n07860447 maple_syrup
n02699770 altarpiece
n02231052 phasmid
n04412416 tipi
n07612367 whip
n02897389 brewpub
n04485423 triptych
n03325941 homburg
n02545841 opah
n03982642 poop_deck
n02811936 crenellation
n04384910 taillight
n03539433 horseshoe
n03364156 flipper
n03726516 mass_spectrometer
n07835331 barbecue_sauce
n07785487 rollmops
n00015388 animal
n03941013 pin
n01424420 plasmodium
n03099771 convex_lens
n03699591 machete
n03918737 pda
n03380301 footlocker
n01396617 stentor
n02602405 silverside
n04238617 slide_projector
n01871875 monotreme
n02548689 toadfish
n02864987 bolo
n04149083 scoop
n02453108 pachyderm
n12322099 mockernut_hickory
n13077295 mildew
n02960690 carabiner
n01820052 lovebird
n03319745 family_room
n07727048 kidney_bean
n03621377 kitchenware
n12475774 pia
n01874434 marsupial
n08518171 camping_area
n02933990 cable
n02786837 bandsaw
n01792640 biddy
n01588725 rock_wren
n13103877 snag
n12003696 hawkweed
n01845132 waterbird
n10186216 wrangler
n12997919 mushroom
n02153203 game_bird
n04502059 turret_clock
n02321170 feather_star
n02535163 blackfish
n04038338 single_shell
n07871436 meatball
n07576182 buffet
n12478768 cabbage_tree
n03872273 packsaddle
n02377703 saddle_horse
n03318294 fairy_light
n00007846 mortal
n02833403 bevel
n07828378 monosodium_glutamate
n07838811 mushroom_sauce
n07755411 melon
n12138444 milo
n12371439 kiwi
n07573563 square_meal
n12072722 masdevallia
n08782627 aegean_island
n02562796 crappie
n02010272 cattle_egret
n01441425 shiner
n02540412 smelt
n00120010 hop
n11703669 laurel
n02244515 kissing_bug
n01787835 king_crab
n07770869 betel_nut
n04173046 septic_tank
n09287968 geological_formation
n02112826 corgi
n03161016 dampener
n04578801 whisk_broom
n02426176 saiga
n03401721 fuel_system
n00463543 ice_hockey
n09300905 hail
n04307986 steak_knife
n03004824 chancel
n11617090 pinus_radiata
n15091669 pyridoxamine
n07607605 sucker
n03455488 gravestone
n12611640 water_nymph
n02596067 jewfish
n02639605 paddlefish
n03727067 mastaba
n03018209 china
n02472987 mankind
n02605936 angelfish
n07839055 nantua
n04256520 sofa
n03679712 front_room
n07807922 fruit_salad
n02213788 yellow_jacket
n15086247 flaxseed
n02933112 cabinet
n03956331 planetary_gear
n13060190 jelly_fungus
n02016816 moorhen
n03175189 dungaree
n04340521 strobe_light
n04297098 stage
n02605316 butterfly_fish
n02799175 baseball_bat
n03006626 chanter
n03374838 fob
n03673450 intimate_apparel
n04156140 scrubber
n11650558 yellowwood
n12575322 vetch
n07654148 barbeque
n03329536 ferrule
n03896984 master_key
n03811295 nuclear_submarine
n07709046 pulse
n03617594 picture_tube
n02902079 brim
n03986949 gladstone
n07822518 cayenne
n01610226 northern_harrier
n01541102 pine_grosbeak
n04458843 touchscreen
n07751451 plum
n02351870 jerboa
n03592245 clink
n09877951 chum
n03031152 cigarette_holder
n02485688 green_monkey
n02523427 ling
n00480508 badminton
n03189083 stop
n03226880 double_door
n01749742 black_mamba
n02771166 backstairs
n02328429 coney
n07764486 mammee
n00450700 equestrian_sport
n04122825 paper_bag
n04591631 wine_bar
n02127292 lynx_lynx
n03744276 store
n12452256 mission_bells
n07898745 table_wine
n03190458 dibble
n03889871 parasol
n07918309 stinger
n01999767 velvet_worm
n03767459 mimeograph
n08551296 eparchy
n03078995 compact
n01997119 cyclops
n14696793 rock
n08242223 nucleus
n02432983 elk
n04611351 yardarm
n01482330 shark
n02017725 takahe
n07871588 porcupines
n04431025 thumbhole
n02760429 automatic_weapon
n07860208 golden_syrup
n09289596 glen
n11825351 cockscomb
n10007995 hotel_clerk
n07681450 challah
